Complaint No,Customer ID,Customer Name,Complaint Description,Complaint Type,Equipment Type,Priority Type,Complaint Date,Assigned Date,WIPDate Time,WIPAge,Close Date,Vendor Name,Resolution Type,Complaint Age,PORelease Date,PORelease Age,Material Delivery Date,MTDAge,Work Closer Date,Comment Date,Comments,WIP Vendor Enginner  log Date,WEAge
MAFIL_490549,2318,MAMALAPURAM,one gps not working(imei = 867322034737775) and demage. so needed new gps requried,GPS charging port issue,GPS,Class C,04/19/2023 12:08:39,,,,04/24/2023 16:20:17,Not Assigned,close,0,,,,,,04/24/2023 16:20:17,ACTIVE 22-04-23 Emp Code 370538,,
,,,,,,,,,,,,,,,,,,,,04/19/2023 12:08:39,gps not working,,
MAFIL_490550,0138,MARIPALEM CENTER,Fault 07\Zone 07 disabled.,Magnetic Sensor Not Working,Alarm Panel,Class A,04/19/2023 12:11:46,04/20/2023 09:09:38,,,04/24/2023 12:10:27,Enseigner Pvt Ltd,close,3,,,,,,04/24/2023 12:10:27,517617250408 Closed Resistor changed | BH 367922,,
MAFIL_490551,2008,"SHALIMAR,U.P",auto lock issue,Autolock not working,GRILL GATE AUTO LOCK,Minor,04/19/2023 12:20:08,,,,,Not Assigned,Open,0,,,,,,,,,
MAFIL_490553,1672,NARASIPATNAM,Fault 07\Zone 07 disabled,Magnetic Sensor Not Working,Alarm Panel,Class A,04/19/2023 12:26:34,04/21/2023 14:34:37,,,04/25/2023 14:21:19,Enseigner Pvt Ltd,close,3,,,,,,04/25/2023 14:21:19,516953250413 Closed BH 356307// resister replaced now alert ok,,
MAFIL_490554,1754,ANEKAL,While Doing PMC Identified that Inside PIR Not Working,PIR Sensor Inside Safe room Not Working,Alarm Panel,Class A,04/19/2023 12:28:45,04/19/2023 12:30:22,,,04/19/2023 12:30:22,CHUBB SYSTEMS PRIVATE LIMITED,close,0,,,,,,04/19/2023 12:30:22,517617190404 Closed Inside PIR Replaced | BH 363775,,
MAFIL_490555,2846,GOLDWIN BUS STOP COIMBATORE,safe camera not working,Safe Camera is not working,CCTV,Class A,04/19/2023 12:45:23,04/20/2023 10:38:37,,,04/21/2023 12:24:21,Zubaid Infotech,close,0,,,,,,04/19/2023 12:45:23,safe camera not working,,
,,,,,,,,,,,,,,,,,,,,04/21/2023 12:24:21,515916210410  Power adapter replaced,,
MAFIL_490558,0435,R S ROAD GUNTAKAL,cameras not working,Any two or more cameras are complaint,CCTV,Class A,04/19/2023 13:00:32,04/20/2023 09:23:26,,,04/26/2023 15:35:39,Enseigner Pvt Ltd,close,5,,,,,,04/26/2023 15:31:17,517132042611 Closed ABH 380960 // LAN CABLE RECONNECTDE,,
,,,,,,,,,,,,,,,,,,,,04/26/2023 15:35:39,517132042611 Closed ABH 380960 // LAN CABLE RECONNECTDE,,
MAFIL_490560,2150,THIRUPORUR KANCHEEPURAM,wireless panic switch not working,Wireless Panic Switches Not Working,Alarm Panel,Class B,04/19/2023 13:03:15,,,,04/20/2023 10:40:35,Not Assigned,close,0,,,,,,04/20/2023 10:40:36,duplictaeMAFIL_490562,,
MAFIL_490562,2150,THIRUPORUR KANCHEEPURAM,"While doing PMC Identified that , W/L panic Switch not working | BH 347066",Wireless Panic Switch BH Not Working,Alarm Panel,Class B,04/19/2023 13:17:31,04/21/2023 14:35:14,,,04/26/2023 12:48:33,Zubaid Infotech,close,3,,,,,,04/26/2023 12:48:33,506279042610-Replaced wirelesspanic switche(1)Via AMC Wireless Panic,,
MAFIL_490570,0733,JAIMUNIRAO CIRCLE,BH 340037//Wireless Panic Switches Not Working,Wireless Panic Switches Not Working,Alarm Panel,Class B,04/19/2023 14:31:59,04/20/2023 09:27:36,,,04/21/2023 16:59:03,CHUBB SYSTEMS PRIVATE LIMITED,close,0,,,,,,04/21/2023 16:59:03,812907042122  bh 340037  \\ batterey changed,,
MAFIL_490571,0497,RATIBOWLI,ALL PANIC SWITCH NOT WORKING,Panic Switches Not Working,Alarm Panel,Class B,04/19/2023 14:46:30,04/20/2023 09:24:26,,,04/24/2023 11:01:54,Enseigner Pvt Ltd,close,3,,,,,,04/19/2023 14:46:30,ALL PANIC SWITCH NOT WORKING,,
,,,,,,,,,,,,,,,,,,,,04/24/2023 11:01:54,516953240404 Closed BH 360494// resister replaced now panic switch alert ok,,
MAFIL_490573,0218,KAMPTEE,ENTRANCE CAMERA NOT IN NETWORK SOME TIME,Entrance Camera Not In network,CCTV,Class B,04/19/2023 14:48:28,04/20/2023 09:16:04,,,04/24/2023 14:16:04,CHUBB SYSTEMS PRIVATE LIMITED,close,3,,,,,,04/24/2023 14:16:04,515739042408 - Lan cable reconnected |connector changed | Camera In network | BH 329662 | MAFIL_494599 SD Card,,
,,,,,,,,,,,,,,,,,,,,04/19/2023 14:48:28,ENTRANCE CAMERA NOT IN NETWORK SOME TIME,,
MAFIL_490574,1609,HUSNABAD,"Zone3 disabled, automatic ringing | BH319351",Panic Switches Not Working,Alarm Panel,Class B,04/19/2023 14:49:13,04/21/2023 14:35:52,,,04/24/2023 15:10:03,Enseigner Pvt Ltd,close,2,,,,,,04/24/2023 15:10:03,506279042415-ABH369379-Replaced panicswitches Via AMC Wired Panic,,
MAFIL_490575,3254,SANGAMNER ROAD SHRIRAMPUR,BH340148 | NVR Monitor not working,Monitor Power Failure,NVR,Class B,04/19/2023 14:56:27,04/20/2023 10:39:41,,,04/27/2023 18:08:33,CHUBB SYSTEMS PRIVATE LIMITED,close,6,,,,,,04/27/2023 18:08:33,7723042701-BH340148|VGA cable changed,,
MAFIL_490577,1495,BARGUR KRISHNAGIRI,OutSide Camera Not In network,OutSide Camera Not In network,CCTV,Class B,04/19/2023 15:01:18,04/21/2023 14:36:31,,,04/24/2023 17:34:05,Zubaid Infotech,close,2,,,,,,04/24/2023 17:34:05,812907042444  bh 370701 \\ adapter replaced,,
MAFIL_490579,1113,KAKKATTIL,BH 304206// NVR monitor  not working,NVR  moniter brightness issue,NVR,Class B,04/19/2023 15:16:23,04/20/2023 09:31:22,,,04/20/2023 16:26:38,MX Electronics Pvt Ltd,close,0,,,,,,04/20/2023 16:26:38,515916200412  BH 304206  Monitor board replaced,,
MAFIL_490581,2055,NAGARKURNOOL-MAHABOOBNAGAR,wirelesspanic switch not working(security gauard),Wireless Panic Switch Guard Not Working,Alarm Panel,Class B,04/19/2023 15:46:15,04/21/2023 14:37:44,,,04/22/2023 12:48:20,Enseigner Pvt Ltd,close,0,,,,,,04/22/2023 12:48:20,515916220404  Bh 340292  Battery replaced,,
,,,,,,,,,,,,,,,,,,,,04/19/2023 15:46:15,wirelesspanic switch not working(security gauard),,
MAFIL_490582,1024,"DADAPATILWADI, THANE",sim card issue so please change the sim,GPS NOT WORKING,GPS,Class C,04/19/2023 15:49:57,,,,04/24/2023 16:20:58,Not Assigned,close,0,,,,,,04/24/2023 16:20:58,ACTIVE 12-04-23 Emp Code 370538,,
MAFIL_490584,0913,RAMANAGARAM,safe panic switch not working,Panic Switch Wired Safe Cabin Not Working,Alarm Panel,Class B,04/19/2023 16:20:41,04/20/2023 09:29:26,,,04/26/2023 15:14:58,CHUBB SYSTEMS PRIVATE LIMITED,close,5,,,,,,04/26/2023 15:14:58,506279042615 Closed BH311405-Key released,,
MAFIL_490587,1945,BHANGEL PHASE 2,Alarm panel Not in Network,Alarm Panel Not In network,Alarm Panel,Class A,04/19/2023 16:25:09,04/21/2023 14:38:24,,,04/24/2023 10:31:52,Techsis Ltd,close,1,,,,,,04/24/2023 10:31:52,515739042402 - Lan cable reconnected | BH 314432,,
MAFIL_490590,2088,AREKERE BNNARKATTE ROAD,WASHROOM PANIC SWITCH NOT WORKING,Panic Switch Wired Washroom Cabin Not Working,Alarm Panel,Class B,04/19/2023 16:27:57,04/21/2023 14:39:25,,,04/25/2023 12:46:02,CHUBB SYSTEMS PRIVATE LIMITED,close,2,,,,,,04/25/2023 12:46:02,515739042512 - Key released | BH 374669,,
,,,,,,,,,,,,,,,,,,,,04/19/2023 16:27:58,WASHROOM PANIC SWITCH NOT WORKING,,
MAFIL_490591,2039,"MAHANAGAR,LUCKNOW",ZONE 3 DISABLED,Wireless Panic Switches Not Working,Alarm Panel,Class B,04/19/2023 16:31:52,04/21/2023 14:40:07,,,04/24/2023 12:15:49,Techsis Ltd,close,1,,,,,,04/24/2023 12:15:49,506279042405 Closed Cable reconnected-ABH48406,,
MAFIL_490592,10001,HeadOffice,Mafil 1 Alert Issue,B,Workstation,Class A,04/19/2023 16:52:40,04/19/2023 16:55:20,,,04/19/2023 16:55:20,Aforeserve.com Ltd,close,0,,,,,,04/19/2023 16:55:20,517617190416 Closed Relogged | Now OK,,
MAFIL_490593,10001,HeadOffice,mafil 2 hang,B,Workstation,Class A,04/19/2023 16:53:25,04/19/2023 16:56:21,,,04/19/2023 16:56:21,Aforeserve.com Ltd,close,0,,,,,,04/19/2023 16:56:21,517617190417 Closed Temp Files Cleaned & Relogged,,
MAFIL_490594,3397,VEERAVASARAM-WESTGODAWARY,foot panic swicht not working sir,Foot Panic Switch Not Working,Alarm Panel,Class B,04/19/2023 16:57:14,04/20/2023 10:40:05,,,04/26/2023 12:02:43,Enseigner Pvt Ltd,close,5,,,,,,04/19/2023 16:57:14,foot panic swicht not working sir,,
,,,,,,,,,,,,,,,,,,,,04/26/2023 12:02:43,506279042605 Closed Reconeted vibration sensor-BH366411,,
MAFIL_490595,10001,HeadOffice,Mafil 3 Command Box Issue,B,Workstation,Class A,04/19/2023 17:00:23,04/19/2023 17:01:30,,,04/19/2023 17:01:30,Aforeserve.com Ltd,close,0,,,,,,04/19/2023 17:01:30,517617190418 Closed System Restarted | Now OK,,
MAFIL_490596,0214,GANDHIBAGH,panic switch damage broke in two part,Panic Switches Not Working,Alarm Panel,Class B,04/19/2023 17:01:49,04/20/2023 09:14:47,,,04/21/2023 16:12:29,CHUBB SYSTEMS PRIVATE LIMITED,close,0,,,,,,04/19/2023 17:01:49,panic switch damage broke in two part,,
,,,,,,,,,,,,,,,,,,,,04/21/2023 16:12:29,515916210424  Abh 356435 panic switch replaced,,
MAFIL_490597,3710,GUNA,Damage Product- The product which is damage,Panic Switch Wired BH Cabin Not Working,Alarm Panel,Class B,04/19/2023 17:08:10,04/20/2023 10:40:29,,,04/27/2023 10:12:16,Techsis Ltd,close,6,,,,,,04/19/2023 17:08:10,Damage Product- The product which is damage,,
,,,,,,,,,,,,,,,,,,,,04/27/2023 10:12:16,"517131270401  Panic Switch Wired BH Cabin  Working  ,key released BH-369112",,
MAFIL_490599,1659,BY PASS JUNCTION MANJERI,"BH 358939//Wireless Panic Switch BH Not Working

Zone 017, 018 disabled",Wireless Panic Switch BH Not Working,Alarm Panel,Class B,04/19/2023 17:15:09,04/21/2023 14:40:46,,,04/24/2023 10:44:52,MX Electronics Pvt Ltd,close,1,,,,,,04/24/2023 10:44:52,516953240402 Closed BH 389288// Two battery replaced now wireless alert ok,,
MAFIL_490601,2115,"PIPILI,ORISSA",NVR SHOWING  NO LINK,nvr brightness  ddull,NVR,Class A,04/19/2023 17:27:51,04/21/2023 14:42:55,,,04/26/2023 15:50:43,Zubaid Infotech,close,4,,,,,,04/26/2023 15:50:43,506279042619 Closed BH362191-Cable Reconected,,
,,,,,,,,,,,,,,,,,,,,04/19/2023 17:27:51,NVR SHOWING  NO LINK   IN  DISPLAY MONITOR,,
MAFIL_490602,1193,VIRAJPET KODAGU,one gps not working(imei = 867322035321991) charging issue. so needed new gps requried,GPS NOT WORKING,GPS,Class C,04/19/2023 17:50:54,,,,05/04/2023 17:57:02,Not Assigned,close,0,,,,,,04/19/2023 17:50:54,one gps not working(imei = 867322035321991) charging issue. so needed new gps requried,,
,,,,,,,,,,,,,,,,,,,,05/04/2023 17:57:02,"activated
327823",,
MAFIL_490603,0276,KAKARDOOMA,camra not working,OutSide Camera Settings Issue,CCTV,Class B,04/19/2023 18:03:08,04/20/2023 09:21:34,,,04/24/2023 12:54:04,Techsis Ltd,close,3,,,,,,04/24/2023 12:54:04,506279042407 Closed Reconnected Lancable,,
,,,,,,,,,,,,,,,,,,,,04/19/2023 18:03:08,please resolve the issue,,
MAFIL_490604,1725,PEDANA,"nvr monitor brightness problem
monitor board issue 
wip request from vendor
bh 386405
812907042516",NVR  moniter brightness issue,NVR,Class B,04/19/2023 18:06:41,04/21/2023 14:43:41,,,,Enseigner Pvt Ltd,Purchase order need to be Released,17,05/02/2023 11:03:19,0,,,,04/19/2023 18:06:41,display problem,,
MAFIL_490605,1725,PEDANA,alarm  continuesly siren coming,Panic Switch Wired Washroom Cabin Not Working,Alarm Panel,Class B,04/19/2023 18:12:10,,,,04/20/2023 10:47:58,Not Assigned,close,0,,,,,,04/20/2023 10:47:58,duplicate,,
MAFIL_490606,1218,NAIM NAGAR BRANCH,wash room panic switch and safe room panic switch not working,Panic Switch Wired Washroom Cabin Not Working,Alarm Panel,Class B,04/19/2023 19:59:01,04/20/2023 09:36:01,,,04/21/2023 12:40:03,Enseigner Pvt Ltd,close,0,,,,,,04/21/2023 12:40:03,515916210413 Closed Bh 14361  Panic switch replaced,,
,,,,,,,,,,,,,,,,,,,,04/19/2023 19:59:01,wash room panic switch and safe room panic switch not working so please send one Technician as soon as possible,,
MAFIL_490607,1218,NAIM NAGAR BRANCH,one number very hardly coming in key pad,Keypad Not Working,Alarm Panel,Class B,04/19/2023 20:04:25,04/20/2023 09:35:16,,,04/21/2023 12:37:41,Enseigner Pvt Ltd,close,0,,,,,,04/19/2023 20:04:25,"one number very hardly coming in key pad.so, please send one engineer as soon as possible",,
,,,,,,,,,,,,,,,,,,,,04/21/2023 12:37:41,515916210413  Bh 14361  Panic switch replaced,,
MAFIL_490608,0174,PUDUNAGARAM,"zone 08 disabled.

network issue -IN193036",Shutter Sensor Not Working,Alarm Panel,Class A,04/20/2023 08:43:07,04/21/2023 09:51:28,,,04/28/2023 15:45:49,MX Electronics Pvt Ltd,close,6,,,,,,04/28/2023 15:45:49,working closed bh 11393,04/26/2023 17:52:29,
MAFIL_491559,1637,NAGARBHAVI,Zone 07 disabled | Automatic ringing,Panic Switch Wired Washroom Cabin Not Working,Alarm Panel,Class B,04/20/2023 09:36:01,04/21/2023 14:45:47,,,04/25/2023 17:46:30,CHUBB SYSTEMS PRIVATE LIMITED,close,3,,,,,,04/25/2023 17:46:30,812907042523  cable reconnected \\ bh 336749,,
MAFIL_491561,3126,SETHIYATHOPE,NVR Monitor not powering ON,NVR Power Failure,NVR,Class B,04/20/2023 10:00:35,04/21/2023 09:05:29,,,04/21/2023 12:07:37,Zubaid Infotech,close,0,,,,,,04/21/2023 12:07:37,515916210408  Bh 377458 Lan cable reconnected,,
MAFIL_491562,0140,NEDUMANGAD,NVR moniter brightness issue,NVR  moniter brightness issue,NVR,Class B,04/20/2023 10:41:59,04/21/2023 09:48:58,,,05/04/2023 14:27:20,MX Electronics Pvt Ltd,close,12,,,,,,05/04/2023 14:27:20,703482040515  BH 315526// board servesed // SMD 2029,,
MAFIL_491563,3733,SHAHDOL MP,"Fault5, Zone5 disabled | BH366341",Wireless Panic Switches Not Working,Alarm Panel,Class B,04/20/2023 10:55:14,04/21/2023 09:17:36,,,04/25/2023 12:52:09,Techsis Ltd,close,3,,,,,,04/25/2023 12:52:09,812907042502  battery replaced \\ bh 373511,,
MAFIL_491564,1757,HUKKERI,Entrance Camera Not In network | Network issue resolved,Entrance Camera Not In network,CCTV,Class B,04/20/2023 11:11:19,04/21/2023 14:46:45,,,04/27/2023 12:04:41,CHUBB SYSTEMS PRIVATE LIMITED,close,4,,,,,,04/27/2023 12:04:41,517132042702 Closed lan cable reconnected // ABH 388958,,
MAFIL_491565,10001,HeadOffice,iball10-Network issue,B,Workstation,Class A,04/20/2023 11:57:57,04/20/2023 12:06:14,,,04/20/2023 12:06:14,Aforeserve.com Ltd,close,0,,,,,,04/20/2023 12:06:14,"7723042001-LAN cable loose, now connected properly",,
MAFIL_491566,1217,KASHIBUGGA,zone 03 disabled.,Panic Switches Not Working,Alarm Panel,Class B,04/20/2023 12:02:03,04/21/2023 09:58:10,,,04/21/2023 15:09:58,Enseigner Pvt Ltd,close,0,,,,,,04/21/2023 15:09:58,515916210420  Bh 371659 key released,,
MAFIL_491567,1578,ALOOR,BH 389871//shutter sensor not working properly,Shutter Sensor Not Working,Alarm Panel,Class A,04/20/2023 12:07:22,04/21/2023 14:47:23,,,04/26/2023 09:57:58,MX Electronics Pvt Ltd,close,3,,,,,,04/26/2023 09:57:58,515739042601 - Shutter Sensor replaced | BH 11171 Via AMC Shutter NA New 1 NA,,
MAFIL_491569,10001,HeadOffice,Mafil5-Xtend issue,B,Workstation,Class A,04/20/2023 12:09:41,04/20/2023 12:12:27,,,04/20/2023 12:12:27,Aforeserve.com Ltd,close,0,,,,,,04/20/2023 12:12:27,7723042002-Xtend application reinstalled,,
MAFIL_491570,3817,"NAGINA,BIJNOR",Wireless panic switch Battery fault | Zone 018 Free and disabled,Wireless Panic Switch Guard Not Working,Alarm Panel,Class B,04/20/2023 12:29:52,04/21/2023 09:18:29,,,04/26/2023 10:58:16,Techsis Ltd,close,4,,,,,,04/26/2023 10:58:16,515739042605 - BH 374387 | Two WL  battery replaced |  Via AMC,,
MAFIL_491572,2016,KODUNGUR,not working,GPS charging port issue,GPS,Class C,04/20/2023 12:32:43,,,,,Not Assigned,Open,0,,,,,,,,,
MAFIL_491573,2016,KODUNGUR,not working,GPS NOT WORKING,GPS,Class C,04/20/2023 12:35:24,,,,04/24/2023 16:33:30,Not Assigned,close,0,,,,,,04/24/2023 16:33:30,ACTIVE 11-04-23 Emp Code 370538,,
MAFIL_491574,3094,KALYANDURG ROAD ANANTHAPUR,zone 05 disabled.,Wireless Panic Switches Not Working,Alarm Panel,Class B,04/20/2023 12:35:30,04/21/2023 09:05:03,,,05/03/2023 18:33:46,Enseigner Pvt Ltd,close,11,,,,,,05/03/2023 18:33:46,515739050315 - One Battery replaced | BH 367609,,
MAFIL_491575,0275,ARUNDALPET,not in network,Alarm Panel Not In network,Alarm Panel,Class A,04/20/2023 12:38:08,04/21/2023 09:52:07,,,04/24/2023 12:17:53,Enseigner Pvt Ltd,close,2,,,,,,04/24/2023 12:17:53,517617250409 Closed Panel Restarted |BH  366139,,
MAFIL_491577,2240,PANAMARAM,zone 03 disabled.,Panic Switches Not Working,Alarm Panel,Class B,04/20/2023 12:40:31,04/21/2023 14:47:57,,,04/25/2023 16:47:29,MX Electronics Pvt Ltd,close,3,,,,,,04/25/2023 16:47:29,516953250428 Closed BH 12160//cable reconnected now panic switch alert ok,,
MAFIL_491579,0171,DEVARAJ URS DEWANS ROAD,zone 03 disabled.,Panic Switches Not Working,Alarm Panel,Class B,04/20/2023 12:50:31,04/21/2023 09:50:47,,,04/26/2023 11:56:29,CHUBB SYSTEMS PRIVATE LIMITED,close,4,,,,,,04/26/2023 11:56:29,516953260405 Closed BH 331739// panic switch released now alert ok,,
MAFIL_491580,1810,RADHIKA ROAD SATARA,"Fault5, Zone5 disabled | BH369644",Wireless Panic Switches Not Working,Alarm Panel,Class B,04/20/2023 12:53:17,04/21/2023 14:49:18,,,04/27/2023 18:01:56,CHUBB SYSTEMS PRIVATE LIMITED,close,5,,,,,,04/27/2023 18:01:56,"517131270426  Wireless Panic Switches  Working ,one Battry replaced BH-369674",,
MAFIL_491581,1330,DORI BAZAR,not in network,Alarm Panel Not In network,Alarm Panel,Class A,04/20/2023 12:54:39,04/21/2023 14:49:51,,,04/25/2023 10:00:59,Techsis Ltd,close,2,,,,,,04/25/2023 10:00:59,515739042504 - Lan cable reconnected | BH 366953,,
MAFIL_491582,3263,MOHONE KALYAN,"Fault5, Zone5 disabled | BH314937",Wireless Panic Switches Not Working,Alarm Panel,Class B,04/20/2023 12:58:13,04/21/2023 09:07:26,,,04/25/2023 12:33:25,CHUBB SYSTEMS PRIVATE LIMITED,close,3,,,,,,04/25/2023 12:33:25,"517131250411  Wireless Panic Switches Working ,battry change  ABH-342731",,
MAFIL_491583,1278,AKKAYAPALAM VISAKHAPATNAM,zone 04 disabled.,Wireless Panic Switches Not Working,Alarm Panel,Class B,04/20/2023 12:59:01,04/21/2023 14:50:27,,,04/24/2023 13:03:02,Enseigner Pvt Ltd,close,1,,,,,,04/24/2023 13:03:02,517617250412 Closed Key Released | 355026,,
MAFIL_491584,2086,THOLKAPIYAR STREET VELLORE,not in network,Alarm Panel Not In network,Alarm Panel,Class A,04/20/2023 13:01:04,04/21/2023 14:51:02,,,04/22/2023 10:52:10,Zubaid Infotech,close,0,,,,,,04/22/2023 10:52:10,515916220401  Bh 347467  Panel Restarted,,
MAFIL_491586,0064,SALEM,Product is faulty,PIR Sensor Outsid safe room is not Working,Alarm Panel,Class A,04/20/2023 13:34:22,04/21/2023 09:45:06,,,04/25/2023 12:52:57,Zubaid Infotech,close,3,,,,,,04/25/2023 12:52:57,812907042504  out side pir resistor changed \\ Abh 384207,,
MAFIL_491587,0604,MAHALAKSHMI LAYOUT ENTRANCE,auto loack not working,Autolock not working,GRILL GATE AUTO LOCK,Minor,04/20/2023 13:44:00,,,,,Not Assigned,Open,0,,,,,,04/20/2023 13:44:00,auto loack not working,,
MAFIL_491588,1067,KALADY,NVR moniter brightness issue\Bh 11239,NVR  moniter brightness issue,NVR,Class B,04/20/2023 14:05:11,04/21/2023 09:54:50,,,04/24/2023 11:21:31,MX Electronics Pvt Ltd,close,2,,,,,,04/24/2023 11:21:31,812907042411  nvr board replaced \\ bh 11239,,
MAFIL_491589,2693,ILLUPUR,Fault 05 | Zone 05 disabled,Wireless Panic Switches Not Working,Alarm Panel,Class B,04/20/2023 14:38:20,04/21/2023 09:00:50,,,04/22/2023 13:22:11,Zubaid Infotech,close,0,,,,,,04/22/2023 13:22:11,812907042220  battery replaced \\ bh 370835,,
MAFIL_491590,0698,NEW WASHERMANPET,not in network,Monitor Not In network,NVR,Class B,04/20/2023 14:52:46,04/21/2023 09:53:41,,,04/25/2023 16:11:23,Zubaid Infotech,close,3,,,,,,04/25/2023 16:11:23,517131250422  Monitor working  power cable reconnected  BH-371291,,
MAFIL_491591,0386,HANAMKONDA BUSSTAND,zone 03 disabled.,Panic Switches Not Working,Alarm Panel,Class B,04/20/2023 15:17:16,04/21/2023 09:52:55,,,04/22/2023 12:09:37,Enseigner Pvt Ltd,close,0,,,,,,04/22/2023 12:09:37,812907042215  key released \\ bh 357973,,
MAFIL_491592,1205,BIJAPUR RAILWAY STATION ROAD,Alarm Panel Not In network,Alarm Panel Not In network,Alarm Panel,Class A,04/20/2023 15:20:47,04/21/2023 09:56:08,,,04/25/2023 17:07:13,CHUBB SYSTEMS PRIVATE LIMITED,close,3,,,,,,04/25/2023 17:07:13,5570250403  lan cable reconnected BH 374577,,
MAFIL_491593,10001,HeadOffice,I Ball 09 Sequence Issue,B,Workstation,Class A,04/20/2023 15:26:58,04/20/2023 15:27:37,,,04/20/2023 15:27:37,Aforeserve.com Ltd,close,0,,,,,,04/20/2023 15:27:37,517617200404 Closed XML File Updated | Emp Code :387994,,
MAFIL_491597,3145,NORTH VELI STREET MADURAI,Alarm Panel Not In network,Alarm Panel Not In network,Alarm Panel,Class A,04/20/2023 15:46:34,04/21/2023 09:07:04,,,04/21/2023 18:12:29,Zubaid Infotech,close,0,,,,,,04/21/2023 18:12:29,812907042148-BH365860|LAN cable connected to another port in switch,,
MAFIL_491598,1686,PENNAGARAM DHARMAPURI,safe camera not in network,Safe Camera is not working,CCTV,Class A,04/20/2023 15:55:13,,,,04/20/2023 15:56:17,Not Assigned,close,0,,,,,,04/20/2023 15:56:17,516122200415  ABH 377971 safe camera adapter chaged.,,
MAFIL_491599,10001,HeadOffice,Mafil 2 Alert Issue,B,Workstation,Class A,04/20/2023 16:07:00,04/20/2023 16:07:58,,,04/20/2023 16:07:58,Aforeserve.com Ltd,close,0,,,,,,04/20/2023 16:07:58,517617200405 Closed Relogged | Now OK,,
MAFIL_491600,10001,HeadOffice,Offline F2 Command Box Issue,B,Workstation,Class A,04/20/2023 16:09:20,04/20/2023 16:12:08,,,04/20/2023 16:12:08,Aforeserve.com Ltd,close,0,,,,,,04/20/2023 16:12:08,517617200406 Closed Touch Controll Relogged,,
MAFIL_491602,10001,HeadOffice,Mafil 3 | Mafil 4 | Mafil  6 Alert Issue,B,Workstation,Class A,04/20/2023 16:18:16,04/20/2023 16:19:10,,,04/20/2023 16:19:10,Aforeserve.com Ltd,close,0,,,,,,04/20/2023 16:19:10,517617200407 Closed System Restarted | Now OK,,
MAFIL_491603,10001,HeadOffice,I Ball 7 Sequence Issue,B,Workstation,Class A,04/20/2023 16:29:03,04/20/2023 16:29:58,,,04/20/2023 16:29:58,Aforeserve.com Ltd,close,0,,,,,,04/20/2023 16:29:58,517617200408 Closed XML File Updated | Emp Code :381341,,
MAFIL_491604,2750,"RTC BUSSTAND,KADIRI",Panic Switches Not Working | BH358434,Panic Switches Not Working,Alarm Panel,Class B,04/20/2023 16:36:40,04/21/2023 09:01:50,,,04/25/2023 10:35:47,Enseigner Pvt Ltd,close,3,,,,,,04/25/2023 10:35:47,506279042505 Closed BH367782,,
MAFIL_491609,3333,LAJPAT NAGAR-MORADABAD,NVR moniter brightness issue,NVR  moniter brightness issue,NVR,Class B,04/20/2023 17:15:20,04/21/2023 09:10:12,,,04/27/2023 09:40:35,Techsis Ltd,close,5,,,,,,04/27/2023 09:40:36,703482270402  BH  355227// lan cable reconnecteed,,
MAFIL_491610,3375,JINTUR PARBHANI,NVR Not In network | BH356620,NVR Not In network,NVR,Class B,04/20/2023 17:21:41,04/21/2023 09:11:05,,,04/22/2023 12:10:26,CHUBB SYSTEMS PRIVATE LIMITED,close,0,,,,,,04/22/2023 12:10:26,812907042213  lan cable reconnected \\ Abh 363207,,
MAFIL_491611,2656,KAMALA NAGAR-AGRA,Center Camera Position Issue,Center Camera Position Issue,CCTV,Class B,04/20/2023 17:29:21,04/21/2023 17:02:38,,,04/24/2023 16:48:38,Techsis Ltd,close,1,,,,,,04/24/2023 16:48:38,812907042436  Abh 339972 \\ inside cam position,,
MAFIL_491613,1939,BASHETTAHALLI,Outside PIR automatic ringing | BH346207,PIR Sensor Outsid safe room is not Working,Alarm Panel,Class A,04/20/2023 17:42:42,04/21/2023 14:52:54,,,04/25/2023 12:41:30,CHUBB SYSTEMS PRIVATE LIMITED,close,2,,,,,,04/25/2023 12:41:30,"517131250413  PIR Sensor Outsid safe room is Working ,resistor change BH-377915",,
MAFIL_491615,1594,VIVEK NAGAR,Inside PIR Not working / Zone 12 Disabled,PIR Sensor Inside Safe room Not Working,Alarm Panel,Class A,04/20/2023 18:16:32,04/21/2023 14:53:35,,,04/26/2023 13:54:51,Techsis Ltd,close,3,,,,,,04/26/2023 13:54:51,515739042613 - Wire reconnected | BH 380791,,
MAFIL_491616,3603,SUNDER NAGAR-HP,"Automatic ringing, Zone7 disabled | BH371263",PIR Sensor Inside Safe room Not Working,Alarm Panel,Class A,04/20/2023 18:24:45,04/21/2023 09:17:11,,,04/24/2023 16:06:02,Techsis Ltd,close,2,,,,,,,,,
MAFIL_491617,0079,ERODE,Zone 03 Disabled,Panic Switches Not Working,Alarm Panel,Class B,04/20/2023 19:17:59,04/21/2023 09:46:46,,,04/28/2023 11:08:52,Zubaid Infotech,close,6,,,,,,04/28/2023 11:08:52,517132042803 Closed already working condition // BH 382338,,
MAFIL_491618,2875,PETTAVAITHALAI TRICHY,Zone 04 Disabled,Panic Switch Wired GL Cabin Not Working,Alarm Panel,Class B,04/20/2023 19:27:45,04/21/2023 09:04:11,,,04/25/2023 11:27:19,Zubaid Infotech,close,3,,,,,,04/25/2023 11:27:19,516953250404 Closed BH 364353 panic switch released now Alert ok,,
